code,total_area,surface_area,bom_total_cost,bom_source
Gift-54,,,10645.68,"Paint Epoxy Primer 1188.18 Gram, Epoxy Thinner 251.02 Gram, Epoxy Hardner 234.29 Gram, Paint Mixing 381.9 Gram, Paint Matt agent(Matt) 190.95 Gram, Paint Harnder 190.95 Gram, Paint Thinner 154.58 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 10,645.68"
BS-US-2542,,,6763.52,"Paint Epoxy Primer 308.12 Gram, Epoxy Thinner 65.1 Gram, Epoxy Hardner 60.76 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 506.11 Gram, Paint Matt agent(Matt) 33.01 Gram, Paint Binder(Gloss) 21.22 Gram, Paint Harnder 54.23 Gram, Paint Thinner 21.22 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 6,763.52"
BS-SM-13357 RE,,,1813.00,"Paint Epoxy Primer 183.48 Gram, Epoxy Thinner 38.76 Gram, Epoxy Hardner 36.18 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 57.57 Gram, Paint Binder(Gloss) 29.49 Gram, Paint Harnder 42.12 Gram, Paint Thinner 11.23 Gram, Paint Miscellaneous cost 1 | Total: 1,813.00"
BS-LHET-351,,,1777.24,"Paint Epoxy Primer 198.36 Gram, Epoxy Thinner 41.91 Gram, Epoxy Hardner 39.11 Gram, Paint Mixing 63.76 Gram, Paint Matt agent(Matt) 31.88 Gram, Paint Harnder 31.88 Gram, Paint Thinner 25.81 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,777.24"
BS-LHET-355-A,,,2316.59,"Paint Epoxy Primer 232.18 Gram, Epoxy Thinner 45.73 Gram, Epoxy Hardner 70.36 Gram, Paint Mixing 81.43 Gram, Paint Matt agent(Matt) 44.73 Gram, Paint Harnder 40.14 Gram, Paint Thinner 22.94 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,316.59"
BS-LHET-355-B,,,2316.59,"Paint Epoxy Primer 232.18 Gram, Epoxy Thinner 45.73 Gram, Epoxy Hardner 70.36 Gram, Paint Mixing 81.43 Gram, Paint Matt agent(Matt) 44.73 Gram, Paint Harnder 40.14 Gram, Paint Thinner 22.94 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,316.59"
BS-LHET-355-C,,,2316.59,"Paint Epoxy Primer 232.18 Gram, Epoxy Thinner 45.73 Gram, Epoxy Hardner 70.36 Gram, Paint Mixing 81.43 Gram, Paint Matt agent(Matt) 44.73 Gram, Paint Harnder 40.14 Gram, Paint Thinner 22.94 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,316.59"
BS-LHET-355-D,,,2316.59,"Paint Epoxy Primer 232.18 Gram, Epoxy Thinner 45.73 Gram, Epoxy Hardner 70.36 Gram, Paint Mixing 81.43 Gram, Paint Matt agent(Matt) 44.73 Gram, Paint Harnder 40.14 Gram, Paint Thinner 22.94 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,316.59"
BS-LHET-355-E,,,2316.59,"Paint Epoxy Primer 232.18 Gram, Epoxy Thinner 45.73 Gram, Epoxy Hardner 70.36 Gram, Paint Mixing 81.43 Gram, Paint Matt agent(Matt) 44.73 Gram, Paint Harnder 40.14 Gram, Paint Thinner 22.94 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,316.59"
BS-LHET-355-F,,,2316.59,"Paint Epoxy Primer 232.18 Gram, Epoxy Thinner 45.73 Gram, Epoxy Hardner 70.36 Gram, Paint Mixing 81.43 Gram, Paint Matt agent(Matt) 44.73 Gram, Paint Harnder 40.14 Gram, Paint Thinner 22.94 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,316.59"
BS-LHET-361,,,2492.58,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 150 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 2,492.58"
BS-LHET-362,,,2012.58,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 100 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 2,012.58"
BS-LHET-363,,,6066.69,"Paint Epoxy Primer 608.03 Gram, Epoxy Thinner 119.76 Gram, Epoxy Hardner 184.25 Gram, Paint Mixing 213.24 Gram, Paint Matt agent(Matt) 117.13 Gram, Paint Harnder 105.12 Gram, Paint Thinner 60.07 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 6,066.69"
BS-SI-16479,,,3303.70,"Paint Epoxy Primer 368.73 Gram, Epoxy Thinner 77.9 Gram, Epoxy Hardner 72.71 Gram, Paint Mixing 118.52 Gram, Paint Matt agent(Matt) 59.26 Gram, Paint Harnder 59.26 Gram, Paint Thinner 47.97 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 3,303.70"
BS-SI-16441,,,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,605.44"
BS-SM-16463-A,,,3264.20,"Paint Epoxy Primer 364.32 Gram, Epoxy Thinner 76.97 Gram, Epoxy Hardner 71.84 Gram, Paint Mixing 117.1 Gram, Paint Matt agent(Matt) 58.55 Gram, Paint Harnder 58.55 Gram, Paint Thinner 47.4 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 3,264.20"
BS-SM-16463-B,,,2793.23,"Paint Epoxy Primer 311.76 Gram, Epoxy Thinner 65.86 Gram, Epoxy Hardner 61.47 Gram, Paint Mixing 100.2 Gram, Paint Matt agent(Matt) 50.1 Gram, Paint Harnder 50.1 Gram, Paint Thinner 40.56 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,793.23"
BS-ET-16416,,,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,605.44"
BS-SM-16481,,,6771.29,"Paint Epoxy Primer 755.75 Gram, Epoxy Thinner 159.67 Gram, Epoxy Hardner 149.02 Gram, Paint Mixing 242.91 Gram, Paint Matt agent(Matt) 121.46 Gram, Paint Harnder 121.46 Gram, Paint Thinner 98.32 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 6,771.29"
BS-SM-16430,,,2912.17,"Paint Epoxy Primer 303.6 Gram, Epoxy Thinner 64.14 Gram, Epoxy Hardner 59.87 Gram, Paint Mixing 117.58 Gram, Paint Matt agent(Matt) 48.79 Gram, Paint Harnder 48.79 Gram, Paint Thinner 39.5 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,912.17"
BS-SM-16510,,,7303.47,"Paint Epoxy Primer 745.5 Gram, Epoxy Thinner 157.5 Gram, Epoxy Hardner 147 Gram, Paint Mixing 304.62 Gram, Paint Matt agent(Matt) 119.81 Gram, Paint Harnder 119.81 Gram, Paint Thinner 96.99 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 7,303.47"
BS-SM-16512,,,3019.01,"Paint Epoxy Primer 165.95 Gram, Epoxy Thinner 32.69 Gram, Epoxy Hardner 50.29 Gram, Paint Mixing 200.2 Gram, Paint Matt agent(Matt) 31.97 Gram, Paint Harnder 28.69 Gram, Paint Thinner 16.39 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 3,019.01"
BS-ET-UV-16379,,,2012.58,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 100 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,012.58"
BS-ET-16471,,,7726.07,"Paint Epoxy Primer 862.32 Gram, Epoxy Thinner 182.18 Gram, Epoxy Hardner 170.03 Gram, Paint Mixing 277.16 Gram, Paint Matt agent(Matt) 138.58 Gram, Paint Harnder 138.58 Gram, Paint Thinner 112.18 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 7,726.07"
BS-ET-16514,,,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,605.44"
BS-ET-16515,,,1994.46,"Paint Epoxy Primer 222.6 Gram, Epoxy Thinner 47.03 Gram, Epoxy Hardner 43.89 Gram, Paint Mixing 71.55 Gram, Paint Matt agent(Matt) 35.77 Gram, Paint Harnder 35.77 Gram, Paint Thinner 28.96 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,994.46"
BS-QS-16522,,,3694.44,"Paint Epoxy Primer 283.77 Gram, Epoxy Thinner 59.95 Gram, Epoxy Hardner 55.95 Gram, Paint Mixing 211.21 Gram, Paint Matt agent(Matt) 45.6 Gram, Paint Harnder 45.6 Gram, Paint Thinner 36.92 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 3,694.44"
BS-LHET-335,,,3782.02,"Paint Epoxy Primer 398.7 Gram, Epoxy Thinner 84.23 Gram, Epoxy Hardner 78.62 Gram, Paint Mixing 150 Gram, Paint Matt agent(Matt) 64.07 Gram, Paint Harnder 64.07 Gram, Paint Thinner 51.87 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 3,782.02"
BS-SI-16521,,,5779.43,"Paint Epoxy Primer 484.33 Gram, Epoxy Thinner 102.32 Gram, Epoxy Hardner 95.5 Gram, Paint Mixing 305.67 Gram, Paint Matt agent(Matt) 77.84 Gram, Paint Harnder 77.84 Gram, Paint Thinner 63.01 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 5,779.43"
BS-SM-16382,,,14177.46,"Paint Epoxy Primer 1582.37 Gram, Epoxy Thinner 334.3 Gram, Epoxy Hardner 312.02 Gram, Paint Mixing 508.6 Gram, Paint Matt agent(Matt) 254.3 Gram, Paint Harnder 254.3 Gram, Paint Thinner 205.86 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 14,177.46"
BS-SM-16462,,,3584.10,"Paint Epoxy Primer 400.03 Gram, Epoxy Thinner 84.51 Gram, Epoxy Hardner 78.88 Gram, Paint Mixing 128.57 Gram, Paint Matt agent(Matt) 64.29 Gram, Paint Harnder 64.29 Gram, Paint Thinner 52.04 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 3,584.10"
BS-SM-16482,,,2009.97,"Paint Epoxy Primer 178.74 Gram, Epoxy Thinner 37.76 Gram, Epoxy Hardner 35.25 Gram, Paint Mixing 100 Gram, Paint Matt agent(Matt) 28.73 Gram, Paint Harnder 28.73 Gram, Paint Thinner 23.25 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,009.97"
BS-SM-16458-B (Bulk),,,3720.36,"Paint Epoxy Primer 415.23 Gram, Epoxy Thinner 87.73 Gram, Epoxy Hardner 81.88 Gram, Paint Mixing 133.46 Gram, Paint Matt agent(Matt) 66.73 Gram, Paint Harnder 66.73 Gram, Paint Thinner 54.02 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 3,720.36"
BS-US-2548 A,,,16976.48,"Paint Epoxy Primer 1789.21 Gram, Epoxy Thinner 378 Gram, Epoxy Hardner 352.8 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 616.16 Gram, Paint Matt agent(Matt) 191.69 Gram, Paint Binder(Gloss) 123.23 Gram, Paint Harnder 314.92 Gram, Paint Thinner 123.23 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 16,976.48"
BS-US-2548 B,,,16976.48,"Paint Epoxy Primer 1789.21 Gram, Epoxy Thinner 378 Gram, Epoxy Hardner 352.8 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 616.16 Gram, Paint Matt agent(Matt) 191.69 Gram, Paint Binder(Gloss) 123.23 Gram, Paint Harnder 314.92 Gram, Paint Thinner 123.23 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 16,976.48"
BS-ET-16532-A,,,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,605.44"
BS-ET-16532-B,,,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,605.44"
BS-LHET-352,,,5112.53,"Paint Epoxy Primer 570.62 Gram, Epoxy Thinner 120.55 Gram, Epoxy Hardner 112.52 Gram, Paint Mixing 183.4 Gram, Paint Matt agent(Matt) 91.7 Gram, Paint Harnder 91.7 Gram, Paint Thinner 74.24 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 5,112.53"
BS-LHET-354-A,,,3082.87,"Paint Epoxy Primer 279.69 Gram, Epoxy Thinner 59.09 Gram, Epoxy Hardner 55.15 Gram, Paint Mixing 150 Gram, Paint Matt agent(Matt) 44.95 Gram, Paint Harnder 44.95 Gram, Paint Thinner 36.39 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 3,082.87"
BS-LHET-354-B,,,3082.87,"Paint Epoxy Primer 279.69 Gram, Epoxy Thinner 59.09 Gram, Epoxy Hardner 55.15 Gram, Paint Mixing 150 Gram, Paint Matt agent(Matt) 44.95 Gram, Paint Harnder 44.95 Gram, Paint Thinner 36.39 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 3,082.87"
BS-LHET-364-A,,,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,605.44"
BS-LHET-364-B,,,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,605.44"
BS-LHET-365-A,,,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,605.44"
BS-LHET-365-B,,,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,605.44"
BS-S.inc-16350,,,6934.21,"Paint Epoxy Primer 773.94 Gram, Epoxy Thinner 163.51 Gram, Epoxy Hardner 152.61 Gram, Paint Mixing 248.75 Gram, Paint Matt agent(Matt) 124.38 Gram, Paint Harnder 124.38 Gram, Paint Thinner 100.69 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 6,934.21"
BS-GL-0020,,,2128.74,"Paint Epoxy Primer 237.59 Gram, Epoxy Thinner 50.2 Gram, Epoxy Hardner 46.85 Gram, Paint Mixing 76.37 Gram, Paint Matt agent(Matt) 38.18 Gram, Paint Harnder 38.18 Gram, Paint Thinner 30.91 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,128.74"
BS-US-2552 A,,,7001.39,"Paint Epoxy Primer 737.9 Gram, Epoxy Thinner 155.89 Gram, Epoxy Hardner 145.5 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 254.11 Gram, Paint Matt agent(Matt) 79.06 Gram, Paint Binder(Gloss) 50.82 Gram, Paint Harnder 129.88 Gram, Paint Thinner 50.82 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 7,001.39"
BS-US-2552 B,,,5821.94,"Paint Epoxy Primer 613.6 Gram, Epoxy Thinner 129.63 Gram, Epoxy Hardner 120.99 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 211.31 Gram, Paint Matt agent(Matt) 65.74 Gram, Paint Binder(Gloss) 42.26 Gram, Paint Harnder 108 Gram, Paint Thinner 42.26 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 5,821.94"
BS-US-2555 A,,,17387.41,"Paint Epoxy Primer 1832.52 Gram, Epoxy Thinner 387.15 Gram, Epoxy Hardner 361.34 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 631.07 Gram, Paint Matt agent(Matt) 196.33 Gram, Paint Binder(Gloss) 126.21 Gram, Paint Harnder 322.55 Gram, Paint Thinner 126.21 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 17,387.41"
BS-US-2555 B,,,17387.41,"Paint Epoxy Primer 1832.52 Gram, Epoxy Thinner 387.15 Gram, Epoxy Hardner 361.34 Gram, Paint Mixing 0 Gram, Paint Matt agent(Matt) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Mixing 631.07 Gram, Paint Matt agent(Matt) 196.33 Gram, Paint Binder(Gloss) 126.21 Gram, Paint Harnder 322.55 Gram, Paint Thinner 126.21 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 17,387.41"
BS-SI-16475-Bulk,,,21731.23,"Paint Epoxy Primer 2425.45 Gram, Epoxy Thinner 512.42 Gram, Epoxy Hardner 478.26 Gram, Paint Mixing 779.58 Gram, Paint Matt agent(Matt) 389.79 Gram, Paint Harnder 389.79 Gram, Paint Thinner 315.54 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 21,731.23"
BS-ET-16488-A,,,4527.03,"Paint Epoxy Primer 505.27 Gram, Epoxy Thinner 106.75 Gram, Epoxy Hardner 99.63 Gram, Paint Mixing 162.4 Gram, Paint Matt agent(Matt) 81.2 Gram, Paint Harnder 81.2 Gram, Paint Thinner 65.73 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 4,527.03"
BS-ET-16531,,,2840.07,"Paint Epoxy Primer 156.26 Gram, Epoxy Thinner 33.01 Gram, Epoxy Hardner 30.81 Gram, Paint Mixing 200.23 Gram, Paint Matt agent(Matt) 25.11 Gram, Paint Harnder 25.11 Gram, Paint Thinner 20.33 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 2,840.07"
BS-ET-16541-A,,,1661.94,"Paint Epoxy Primer 166.57 Gram, Epoxy Thinner 32.81 Gram, Epoxy Hardner 50.47 Gram, Paint Mixing 58.42 Gram, Paint Matt agent(Matt) 32.09 Gram, Paint Harnder 28.8 Gram, Paint Thinner 16.46 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,661.94"
BS-ET-16542,,,1605.44,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 57.59 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 1,605.44"
BS-ET-16488-B-Bulk,,,1655.81,"Paint Epoxy Primer 165.95 Gram, Epoxy Thinner 32.69 Gram, Epoxy Hardner 50.29 Gram, Paint Mixing 58.2 Gram, Paint Matt agent(Matt) 31.97 Gram, Paint Harnder 28.69 Gram, Paint Thinner 16.39 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 | Total: 1,655.81"
BS-LHET-356,,,2012.58,"Paint Epoxy Primer 179.19 Gram, Epoxy Thinner 37.86 Gram, Epoxy Hardner 35.33 Gram, Paint Mixing 100 Gram, Paint Matt agent(Matt) 28.8 Gram, Paint Harnder 28.8 Gram, Paint Thinner 23.31 Gram, Paint Mixing 0 Gram, Paint Binder(Gloss) 0 Gram, Paint Harnder 0 Gram, Paint Thinner 0 Gram, Paint Miscellaneous cost 1 Gram | Total: 2,012.58"
