code,hex,lab_l,lab_a,lab_b
"PANTONE 8425 C",#5D4C47,34,6,6
"PANTONE 8440 C",#988486,57,8,2
"PANTONE 8441 C",#9F7B7A,55,14,6
"PANTONE 8442 C",#A46E6F,52,22,8
"PANTONE 8443 C",#AB6361,50,29,14
"PANTONE 8444 C",#AF544B,47,36,23
"PANTONE 8445 C",#AE4C41,45,39,26
"PANTONE 8460 C",#8D8A91,58,2,-3
"PANTONE 8461 C",#847C85,53,5,-4
"PANTONE 8462 C",#80737E,50,7,-4
"PANTONE 8463 C",#786573,45,10,-5
"PANTONE 8464 C",#714D5C,37,18,-3
"PANTONE 8465 C",#704A55,36,18,0
"PANTONE 8480 C",#3B6677,41,-10,-14
"PANTONE 8481 C",#496176,40,-3,-15
"PANTONE 8482 C",#22556F,34,-8,-20
"PANTONE 8483 C",#004569,27,-6,-27
"PANTONE 8484 C",#00537D,33,-6,-30
"PANTONE 8485 C",#005F8D,38,-6,-32
"PANTONE 8500 C",#728280,53,-6,-1
"PANTONE 8501 C",#58796B,48,-15,4
"PANTONE 8502 C",#406168,39,-10,-8
"PANTONE 8503 C",#283C43,24,-6,-7
"PANTONE 8504 C",#274E5D,31,-9,-13
"PANTONE 8505 C",#305865,35,-10,-12
"PANTONE 8520 C",#79755B,49,-3,15
"PANTONE 8521 C",#505444,35,-5,9
"PANTONE 8522 C",#3E4A40,30,-7,4
"PANTONE 8523 C",#2D3C36,24,-8,2
"PANTONE 8524 C",#2F4949,29,-10,-3
"PANTONE 8525 C",#355053,32,-9,-5
"PANTONE 8540 C",#854B52,39,25,7
"PANTONE 8541 C",#6E4146,33,20,5
"PANTONE 8542 C",#643038,27,24,6
"PANTONE 8543 C",#5B3043,26,22,-3
"PANTONE 8544 C",#613B53,30,21,-8
"PANTONE 8545 C",#603E57,31,19,-9
"PANTONE 8560 C",#7A4B3B,37,18,18
"PANTONE 8561 C",#774443,35,22,10
"PANTONE 8562 C",#723B43,32,25,6
"PANTONE 8563 C",#73433E,34,20,12
"PANTONE 8564 C",#774C49,37,18,9
"PANTONE 8565 C",#764F52,38,17,5
"PANTONE 8580 C",#986B3E,49,13,32
"PANTONE 8581 C",#865932,42,14,30
"PANTONE 8582 C",#7E522B,39,14,30
"PANTONE 8583 C",#6F441E,33,15,30
"PANTONE 8584 C",#6E4729,34,13,25
"PANTONE 8585 C",#714D32,36,12,22
"PANTONE 8600 C",#5A5654,37,1,2
"PANTONE 8601 C",#4C4542,30,2,3
"PANTONE 8602 C",#3B3B3E,25,1,-2
"PANTONE 8603 C",#2B303C,20,1,-8
"PANTONE 8604 C",#2F3A49,24,0,-11
"PANTONE 8605 C",#334454,28,-2,-12
"PANTONE 8620 C",#765C40,41,7,20
"PANTONE 8621 C",#634B39,34,7,15
"PANTONE 8622 C",#514232,29,4,12
"PANTONE 8623 C",#423A32,25,2,6
"PANTONE 8624 C",#423D36,26,1,5
"PANTONE 8625 C",#46413C,28,1,4
"PANTONE 8640 C",#A17B30,54,7,45
"PANTONE 8641 C",#AD8525,58,6,54
"PANTONE 8642 C",#B08811,59,5,61
"PANTONE 8643 C",#B28806,59,6,63
"PANTONE 8644 C",#B0901C,61,1,60
"PANTONE 8645 C",#AA922D,61,-2,54
"PANTONE 8660 C",#937933,52,2,41
"PANTONE 8661 C",#8C7C21,52,-4,49
"PANTONE 8662 C",#8B801D,53,-7,51
"PANTONE 8663 C",#858616,54,-13,54
"PANTONE 8664 C",#8B8E28,57,-14,51
"PANTONE 8665 C",#8A913A,58,-15,44
"PANTONE 8680 C",#7C723D,48,-4,31
"PANTONE 8681 C",#7C7A34,50,-9,38
"PANTONE 8682 C",#71802F,51,-18,41
"PANTONE 8683 C",#678628,52,-26,45
"PANTONE 8684 C",#648635,52,-26,39
"PANTONE 8685 C",#658C42,54,-27,35
"PANTONE 8700 C",#73744E,48,-7,21
"PANTONE 8701 C",#697841,48,-15,28
"PANTONE 8702 C",#5D7E42,49,-23,29
"PANTONE 8703 C",#477F3F,48,-32,29
"PANTONE 8704 C",#4A874F,51,-32,24
"PANTONE 8705 C",#4E8C5B,53,-31,20
"PANTONE 871 C",#867550,50,1,23
"PANTONE 872 C",#87724E,49,3,23
"PANTONE 8720 C",#4E6D56,43,-16,9
"PANTONE 8721 C",#557557,46,-18,13
"PANTONE 8722 C",#3B7355,44,-26,11
"PANTONE 8723 C",#1E8160,48,-36,10
"PANTONE 8724 C",#29886E,51,-34,6
"PANTONE 8725 C",#2D8D78,53,-33,3
"PANTONE 873 C",#896D4B,48,6,23
"PANTONE 874 C",#8D6F4E,49,7,23
"PANTONE 8740 C",#42685F,41,-16,1
"PANTONE 8741 C",#2B6955,40,-25,5
"PANTONE 8742 C",#2C6B60,41,-23,0
"PANTONE 8743 C",#006B69,40,-28,-7
"PANTONE 8744 C",#007277,43,-27,-11
"PANTONE 8745 C",#007781,45,-26,-14
"PANTONE 875 C",#89664F,46,11,18
"PANTONE 876 C",#8D644E,46,14,19
"PANTONE 8760 C",#196362,38,-22,-6
"PANTONE 8761 C",#005F69,36,-22,-13
"PANTONE 8762 C",#1D5D67,36,-16,-12
"PANTONE 8763 C",#00546C,32,-16,-21
"PANTONE 8764 C",#00607D,37,-16,-24
"PANTONE 8765 C",#006787,40,-15,-25
"PANTONE 877 C",#8A8F91,59,-1,-2
"PANTONE 8780 C",#363B5F,26,8,-22
"PANTONE 8781 C",#31435E,28,1,-18
"PANTONE 8782 C",#213872,25,12,-36
"PANTONE 8783 C",#00376D,23,6,-36
"PANTONE 8784 C",#07467C,29,4,-36
"PANTONE 8785 C",#0F4F88,33,3,-37
"PANTONE 8800 C",#563759,28,20,-15
"PANTONE 8801 C",#4E3961,28,18,-20
"PANTONE 8802 C",#3E2D64,23,22,-30
"PANTONE 8803 C",#492C62,24,25,-27
"PANTONE 8804 C",#4D376F,28,23,-29
"PANTONE 8805 C",#4F3F7A,31,21,-31
"PANTONE 8820 C",#873F5D,37,34,-3
"PANTONE 8821 C",#81305D,33,40,-9
"PANTONE 8822 C",#693766,31,30,-18
"PANTONE 8823 C",#5D2864,26,34,-25
"PANTONE 8824 C",#623777,31,31,-29
"PANTONE 8825 C",#603A80,32,31,-33
"PANTONE 8840 C",#903E56,38,37,3
"PANTONE 8841 C",#8E3055,35,43,-1
"PANTONE 8842 C",#8D225A,33,49,-7
"PANTONE 8843 C",#7F1E5F,30,47,-15
"PANTONE 8844 C",#802C6E,33,44,-20
"PANTONE 8845 C",#7B3A76,35,37,-22
"PANTONE 8860 C",#974541,40,34,19
"PANTONE 8861 C",#933E48,38,37,12
"PANTONE 8862 C",#962F48,36,45,9
"PANTONE 8863 C",#97203F,34,50,12
"PANTONE 8864 C",#922B51,35,46,2
"PANTONE 8865 C",#8F385F,37,41,-4
"PANTONE 8880 C",#954F4E,42,29,14
"PANTONE 8881 C",#9C4454,41,38,9
"PANTONE 8882 C",#A8375E,41,49,3
"PANTONE 8883 C",#AC3741,41,48,21
"PANTONE 8884 C",#A43E4C,41,43,14
"PANTONE 8885 C",#A14556,42,40,9
"PANTONE 8900 C",#A6533A,45,32,30
"PANTONE 8901 C",#BA513E,48,41,32
"PANTONE 8902 C",#B8524F,48,41,22
"PANTONE 8903 C",#BE474A,47,48,24
"PANTONE 8904 C",#BC4E58,48,45,17
"PANTONE 8905 C",#B6535C,48,41,14
"PANTONE 8920 C",#A35D42,47,26,28
"PANTONE 8921 C",#B45329,47,37,42
"PANTONE 8922 C",#B94F0F,47,40,53
"PANTONE 8923 C",#BC4C22,47,43,46
"PANTONE 8924 C",#B8502D,47,40,40
"PANTONE 8925 C",#B15438,47,36,34
"PANTONE 8940 C",#A8642E,49,23,41
"PANTONE 8941 C",#AC5E1D,48,27,48
"PANTONE 8942 C",#B3590C,48,32,54
"PANTONE 8943 C",#BF5A05,50,37,58
"PANTONE 8944 C",#BA5E16,50,33,53
"PANTONE 8945 C",#B3612D,50,29,43
"PANTONE 8960 C",#A17030,51,13,42
"PANTONE 8961 C",#AA671F,50,21,49
"PANTONE 8962 C",#B16C06,52,21,58
"PANTONE 8963 C",#B86305,51,29,58
"PANTONE 8964 C",#B26720,51,25,50
"PANTONE 8965 C",#AD6D31,52,20,43
"PANTONE 901 C",#00AAD9,64,-25,-35
"PANTONE 902 C",#98E975,85,-45,48
"PANTONE 9020 C",#EFEDC8,93,-5,18
"PANTONE 9021 C",#F1E9E7,93,2,2
"PANTONE 9022 C",#EDE6EA,92,3,-1
"PANTONE 9023 C",#E9E4EB,91,3,-3
"PANTONE 903 C",#FFF270,95,-8,64
"PANTONE 904 C",#FFCD8C,86,12,40
"PANTONE 9040 C",#DAEBEF,92,-5,-4
"PANTONE 9041 C",#DFEBE6,92,-5,1
"PANTONE 9042 C",#E3EAE6,92,-3,1
"PANTONE 9043 C",#E6E6DF,91,-1,3
"PANTONE 9044 C",#C5E3E2,88,-10,-3
"PANTONE 9045 C",#C7DFDD,87,-8,-2
"PANTONE 905 C",#FE9EA8,75,37,10
"PANTONE 906 C",#FC7FD6,70,58,-23
"PANTONE 9060 C",#F1EFD9,94,-3,11
"PANTONE 9061 C",#F1E9EB,93,3,0
"PANTONE 9062 C",#E3EDEB,93,-4,0
"PANTONE 9063 C",#E7F0EA,94,-4,2
"PANTONE 9064 C",#F1F2E1,95,-3,8
"PANTONE 907 C",#EE6DDA,65,63,-33
"PANTONE 908 C",#00B0DC,66,-27,-34
"PANTONE 9080 C",#E3E3DD,90,-1,3
"PANTONE 9081 C",#E0DCD5,88,0,4
"PANTONE 9082 C",#D0CCC3,82,0,5
"PANTONE 9083 C",#CBC9C0,81,-1,5
"PANTONE 9084 C",#ACA89F,69,0,5
"PANTONE 909 C",#B0ED8E,88,-36,40
"PANTONE 910 C",#FFF28E,95,-7,50
"PANTONE 9100 C",#E7E9E2,92,-2,3
"PANTONE 9101 C",#E1E3DD,90,-2,3
"PANTONE 9102 C",#D8DBD6,87,-2,2
"PANTONE 9103 C",#D5D8D3,86,-2,2
"PANTONE 911 C",#FFD9A5,89,7,31
"PANTONE 912 C",#FFADB8,79,32,7
"PANTONE 9120 C",#F6F0BA,94,-6,27
"PANTONE 9121 C",#F7F0B2,94,-7,31
"PANTONE 9122 C",#E9E4BA,90,-5,21
"PANTONE 9123 C",#DED8B9,86,-3,16
"PANTONE 913 C",#FA94DC,74,48,-20
"PANTONE 914 C",#F184E1,70,54,-29
"PANTONE 9140 C",#F5EECD,94,-3,17
"PANTONE 9141 C",#F6EFC5,94,-4,21
"PANTONE 9142 C",#E8E3C6,90,-3,15
"PANTONE 9143 C",#E7E0C5,89,-2,14
"PANTONE 915 C",#00BDE4,70,-31,-32
"PANTONE 916 C",#BEEDA5,89,-28,30
"PANTONE 9160 C",#F5E4BF,91,0,20
"PANTONE 9161 C",#EBDBBB,88,0,18
"PANTONE 9162 C",#E4D9C3,87,0,12
"PANTONE 9163 C",#D8CEB8,83,0,12
"PANTONE 917 C",#FDF3A5,95,-8,39
"PANTONE 918 C",#FFE0B6,91,6,25
"PANTONE 9180 C",#F6E6CF,92,2,13
"PANTONE 9181 C",#F5E3C9,91,2,15
"PANTONE 9182 C",#ECDECB,89,2,11
"PANTONE 9183 C",#E6D8C7,87,2,10
"PANTONE 9184 C",#EEE4D0,91,0,11
"PANTONE 9185 C",#EDE1CF,90,1,10
"PANTONE 9186 C",#DFD2C3,85,2,9
"PANTONE 919 C",#FFC1C9,84,24,5
"PANTONE 920 C",#FCAEE3,80,36,-15
"PANTONE 9200 C",#F7E2CF,91,4,12
"PANTONE 9201 C",#F5E2CD,91,3,13
"PANTONE 9202 C",#EDDDCD,89,3,10
"PANTONE 9203 C",#E5D5C4,86,3,10
"PANTONE 921 C",#F3A4E6,77,39,-21
"PANTONE 922 C",#00C1A6,70,-47,2
"PANTONE 9220 C",#F3DFCE,90,4,11
"PANTONE 9221 C",#ECD6C5,87,5,11
"PANTONE 9222 C",#E7D3C8,86,5,8
"PANTONE 9223 C",#E0D2C7,85,3,7
"PANTONE 9224 C",#F3EADE,93,1,7
"PANTONE 9225 C",#F1E7D9,92,1,8
"PANTONE 9226 C",#ECE4DA,91,1,6
"PANTONE 923 C",#F5F06C,93,-15,63
"PANTONE 924 C",#FFE676,92,-2,58
"PANTONE 9240 C",#F3E5E1,92,4,4
"PANTONE 9241 C",#EDDCD8,89,5,4
"PANTONE 9242 C",#E9D6CF,87,5,6
"PANTONE 9243 C",#DFCEC8,84,5,5
"PANTONE 9244 C",#F2E9E3,93,2,4
"PANTONE 925 C",#FFAC94,78,28,25
"PANTONE 926 C",#FE87BC,71,51,-7
"PANTONE 9260 C",#F3DEDB,90,7,4
"PANTONE 9261 C",#EFD7D5,88,8,4
"PANTONE 9262 C",#E8D6D4,87,6,3
"PANTONE 9263 C",#E4D0CB,85,6,5
"PANTONE 927 C",#F97BDA,69,60,-27
"PANTONE 928 C",#8B7CDB,57,28,-47
"PANTONE 9280 C",#F3E1E2,91,6,2
"PANTONE 9281 C",#F2DEDF,90,7,2
"PANTONE 9282 C",#EFDBDC,89,7,2
"PANTONE 9283 C",#E8D9D9,88,5,2
"PANTONE 9284 C",#F8C8CF,85,18,3
"PANTONE 9285 C",#EFEAE5,93,1,3
"PANTONE 9286 C",#F7E0E0,91,8,3
"PANTONE 929 C",#1FC9B0,73,-46,1
"PANTONE 930 C",#F6F289,94,-13,51
"PANTONE 9300 C",#F4DDE3,90,9,0
"PANTONE 9301 C",#ECDBE2,89,7,-1
"PANTONE 9302 C",#E8CED5,85,10,0
"PANTONE 9303 C",#E7D2D7,86,8,0
"PANTONE 931 C",#FFE987,93,-2,51
"PANTONE 932 C",#FFBBA6,82,23,21
"PANTONE 9320 C",#F0DEE8,90,8,-3
"PANTONE 9321 C",#E9D4E0,87,9,-3
"PANTONE 9322 C",#E7D1DF,86,10,-4
"PANTONE 9323 C",#E0CCD7,84,9,-3
"PANTONE 9324 C",#EFC9E6,85,18,-9
"PANTONE 933 C",#FF9ECB,76,42,-8
"PANTONE 934 C",#F890E0,73,50,-24
"PANTONE 9340 C",#E5DDE9,89,5,-5
"PANTONE 9341 C",#DED7E5,87,5,-6
"PANTONE 9342 C",#DCD4E2,86,5,-6
"PANTONE 9343 C",#DCD0E2,85,7,-7
"PANTONE 9344 C",#CDB8E6,78,16,-20
"PANTONE 9345 C",#EDEAEB,93,1,0
"PANTONE 935 C",#A094E0,65,21,-37
"PANTONE 936 C",#69D6C6,79,-35,-2
"PANTONE 9360 C",#DAD8EB,87,4,-9
"PANTONE 9361 C",#DBD4E8,86,6,-9
"PANTONE 9362 C",#D9D5E4,86,4,-7
"PANTONE 9363 C",#D0C9DD,82,6,-9
"PANTONE 937 C",#F6F5A8,95,-11,37
"PANTONE 938 C",#FFEDA8,94,-3,36
"PANTONE 9380 C",#DDE3EE,90,0,-6
"PANTONE 9381 C",#CFDBEB,87,-1,-9
"PANTONE 9382 C",#C6D2E8,84,0,-12
"PANTONE 9383 C",#CDD5E3,85,0,-8
"PANTONE 9384 C",#D7E1ED,89,-1,-7
"PANTONE 9385 C",#CCD5E1,85,-1,-7
"PANTONE 939 C",#FFCFBE,87,15,15
"PANTONE 940 C",#FEB7DE,82,31,-9
"PANTONE 9400 C",#D3E2ED,89,-3,-7
"PANTONE 9401 C",#D1E2EF,89,-3,-8
"PANTONE 9402 C",#D2E2E9,89,-4,-5
"PANTONE 9403 C",#C9D9E6,86,-3,-8
"PANTONE 941 C",#F7ABE8,79,37,-19
"PANTONE 942 C",#B9AFE7,74,15,-27
"PANTONE 9420 C",#CFE2EE,89,-4,-8
"PANTONE 9421 C",#CBE0EA,88,-5,-7
"PANTONE 9422 C",#C7DAE6,86,-4,-8
"PANTONE 9423 C",#BCD2DD,83,-5,-8
"PANTONE 9424 C",#BFE3E8,88,-11,-6
"PANTONE 9440 C",#BBE0EA,87,-10,-9
"PANTONE 9441 C",#BAE0EC,87,-10,-10
"PANTONE 9442 C",#B8DDE8,86,-10,-9
"PANTONE 9443 C",#B6D7E0,84,-9,-8
"PANTONE 9460 C",#D2EDF1,92,-8,-5
"PANTONE 9461 C",#B9E1E7,87,-12,-7
"PANTONE 9462 C",#B3DCE1,85,-12,-7
"PANTONE 9463 C",#B9DADF,85,-10,-6
"PANTONE 9464 C",#96DDED,84,-18,-15
"PANTONE 9480 C",#C4EAEA,90,-12,-4
"PANTONE 9481 C",#C3EAEB,90,-12,-5
"PANTONE 9482 C",#BFE3E8,88,-11,-6
"PANTONE 9483 C",#C2DCDA,86,-9,-2
"PANTONE 9500 C",#B9E8E8,89,-15,-5
"PANTONE 9501 C",#B6DFDC,86,-14,-3
"PANTONE 9502 C",#C8E2E0,88,-9,-2
"PANTONE 9503 C",#C8DFDB,87,-8,-1
"PANTONE 9504 C",#C2D9D8,85,-8,-2
"PANTONE 9520 C",#D7F1E9,93,-10,1
"PANTONE 9521 C",#D2E7E2,90,-8,0
"PANTONE 9522 C",#D5E6E0,90,-7,1
"PANTONE 9523 C",#D4E3DD,89,-6,1
"PANTONE 9524 C",#AEECDF,89,-22,0
"PANTONE 9525 C",#E7F0E6,94,-5,4
"PANTONE 9540 C",#DDEFE5,93,-8,3
"PANTONE 9541 C",#DDEBE4,92,-6,2
"PANTONE 9542 C",#CDDBCD,86,-7,5
"PANTONE 9543 C",#C6D6C8,84,-8,5
"PANTONE 9544 C",#E7F1DC,94,-7,9
"PANTONE 9560 C",#E1EFDD,93,-8,7
"PANTONE 9561 C",#D7E7D3,90,-9,8
"PANTONE 9562 C",#D8E3D0,89,-7,8
"PANTONE 9563 C",#D4DDCC,87,-6,7
"PANTONE 9580 C",#E5EFCE,93,-9,15
"PANTONE 9581 C",#E2E8D0,91,-6,11
"PANTONE 9582 C",#D9DCC9,87,-4,9
"PANTONE 9583 C",#CFD4BD,84,-6,11
"PANTONE 9584 C",#DCE2CC,89,-6,10
"PANTONE 9585 C",#D8DCC7,87,-5,10
"PANTONE 9600 C",#E7EBC9,92,-7,16
"PANTONE 9601 C",#E6E7CC,91,-5,13
"PANTONE 9602 C",#DBDCBF,87,-5,14
"PANTONE 9603 C",#DAD8C2,86,-3,11
"PANTONE Black 2 C",#322E20,19,-1,10
"PANTONE Black 3 C",#202821,15,-5,3
"PANTONE Black 4 C",#32281F,17,3,8
"PANTONE Black 5 C",#3E2C2E,20,9,2
"PANTONE Black 6 C",#0D191F,8,-3,-6
"PANTONE Black 7 C",#3E3B35,25,0,4
"PANTONE Black C",#2D2927,17,1,2
"PANTONE Blue 072 C",#00159E,17,46,-77
"PANTONE Bright Red C",#FB3C22,56,70,58
"PANTONE Cool Gray 1 C",#D8DADA,87,-1,0
"PANTONE Cool Gray 10 C",#5F676A,43,-2,-3
"PANTONE Cool Gray 11 C",#51585C,37,-2,-3
"PANTONE Cool Gray 2 C",#D0D2D0,84,-1,1
"PANTONE Cool Gray 3 C",#C8CAC7,81,-1,1
"PANTONE Cool Gray 4 C",#BBBBBB,76,0,0
"PANTONE Cool Gray 5 C",#B1B4B3,73,-1,0
"PANTONE Cool Gray 6 C",#A5A9AC,69,-1,-2
"PANTONE Cool Gray 7 C",#95999C,63,-1,-2
"PANTONE Cool Gray 8 C",#888C8F,58,-1,-2
"PANTONE Cool Gray 9 C",#73787C,50,-1,-3
"PANTONE Dark Blue C",#002A9C,21,31,-69
"PANTONE Green C",#00AA84,62,-47,9
"PANTONE Medium Purple C",#3E0E8C,21,49,-59
"PANTONE Orange 021 C",#FF5302,60,64,70
"PANTONE Pink C",#D52E97,50,71,-18
"PANTONE Process Blue C",#0086C9,52,-12,-45
"PANTONE Purple C",#B331B8,46,67,-44
"PANTONE Red 032 C",#F33641,54,70,40
"PANTONE Reflex Blue C",#001D8A,16,34,-66
"PANTONE Rhodamine Red C",#DF1598,50,78,-18
"PANTONE Rubine Red C",#D01058,45,70,13
"PANTONE Violet C",#281399,21,49,-67
"PANTONE Warm Gray 1 C",#DAD3CD,85,1,4
"PANTONE Warm Gray 10 C",#786E64,47,2,7
"PANTONE Warm Gray 11 C",#6D6158,42,3,7
"PANTONE Warm Gray 2 C",#CAC3BA,79,1,5
"PANTONE Warm Gray 3 C",#BFB8B0,75,1,5
"PANTONE Warm Gray 4 C",#B4ADA5,71,1,5
"PANTONE Warm Gray 5 C",#ACA59D,68,1,5
"PANTONE Warm Gray 6 C",#A59C95,65,2,5
"PANTONE Warm Gray 7 C",#968C84,59,2,6
"PANTONE Warm Gray 8 C",#8D8279,55,3,6
"PANTONE Warm Gray 9 C",#82786E,51,2,7
"PANTONE Warm Red C",#FB4439,57,68,48
"PANTONE Yellow 012 C",#FFD510,87,2,86
"PANTONE Yellow C",#FFDC15,89,-1,87
